,year,month,beta,BP,earningsfactor,leveragefactor,RSTR,Non-Linear Size,residualvolatilityfactor,Size,beta_t,BP_t,earningsfactor_t,leveragefactor_t,RSTR_t,Non-Linear Size_t,residualvolatilityfactor_t,Size_t,num
26,2015,5,0.07663472540388201,-0.06111013133803517,-6.420126166716721e-06,-0.00016769639083063164,0.37676081575891657,-6.528687459503645e-05,-3.809650939933507,0.015077629966794157,5.51362603776523,-2.5443093026832817,-0.18384140435166788,-2.6158215525194377,40.63162675456819,-13.528661526146713,-26.338717057132847,11.006589401527831,85573
27,2015,6,-0.13252828010191786,0.12246202677787961,2.5646689988196683e-05,0.00029747074913963025,0.34684433202172266,-1.4983386422522863e-05,-2.1391249683987805,0.010343443911661183,-11.097151398618326,8.575799775842189,1.213302839001292,8.249553190811426,38.297196653279364,-4.236827725872106,-33.11045167804371,10.069123824621746,85573
28,2015,7,-0.03168197613267383,-0.06282480785282689,-8.128088369570112e-06,-2.7131197714417787e-05,0.3206759924577188,2.763902457703864e-05,-1.180709197086329,0.0007688025652095063,-3.641208359882212,-7.150112385254449,-0.6105947880529099,-1.1738023411782164,32.942551656837416,8.373039928465316,-25.532182078017858,0.8684990729503873,85573
29,2015,8,0.047343106329771435,0.015302009096133537,-1.3797476787558573e-06,-5.709972893504678e-06,0.38137807201044344,5.652078264481282e-06,-0.8335555142938732,-0.0033019652010461606,4.987892803710772,1.93157872142651,-0.11526075877343993,-0.4410180869084659,33.41771439495144,1.6960008655679566,-25.068358472017366,-3.9289124109764177,85573
30,2015,9,0.05349436450466737,-0.02848451339846849,3.160877094764751e-05,-3.784466817581655e-05,0.29643931951068864,1.9912401467945763e-05,-0.4648520930524661,-0.0014337290584741506,5.753101562488588,-3.3551007123122796,2.36576892119634,-2.7404712084800464,18.247645283931526,5.3859056287223845,-13.04302190012876,-1.6207919235608264,85573
31,2015,10,0.15161753853859006,-0.030310793080586703,8.75407787851043e-06,-3.917006202972185e-05,0.2555955728904897,7.445176958961545e-06,-0.20052927338412818,-0.0002043930138121807,15.915061141351396,-2.634866224694051,0.49286677548842056,-2.145007077001547,15.650347882901462,1.7093569304303733,-5.3361825233602875,-0.2015234546820046,85573
32,2015,11,0.026711953381843,0.07196771301475932,1.985213336311797e-05,-1.21306348409823e-05,0.491958253782217,2.1278898961283083e-06,-0.11555387299016094,-0.003032760144412171,2.8022236356097654,6.524549570622283,1.0855489397235405,-0.6590824780787963,43.81697774639913,0.5544486019087711,-4.454620181869822,-3.347291125777302,85573
33,2015,12,0.026799622164904245,0.026076200991597562,-4.943004858286524e-06,-4.592392884942402e-06,0.323565037681267,3.996883411637953e-06,-0.2054700602602674,-0.0006271101992152401,2.70211503989458,2.281710375421412,-0.25937669596100804,-0.2409587389924615,25.469628251197133,1.0413481688835464,-6.8233581179106935,-0.6682340058389982,85573
34,2016,1,-0.11226952130839647,0.03925108622088429,-2.198628456759174e-05,2.572300234646103e-05,0.29722963009621817,2.7887056025268408e-05,-0.06497405015755382,-0.0071376236964379915,-15.335032517549772,8.01482802098183,-2.5359347012981566,3.120192529202012,25.182509850708872,11.348935916138645,-5.814145903201662,-12.567008815048444,85573
35,2016,2,0.0025970036368772728,0.02606395128077362,-2.1956508029660737e-05,3.6745088413330525e-05,0.31918315987571827,-9.188975572455142e-06,-0.09210908450893789,0.0014579045432294528,0.3485573119325144,4.858384204002688,-2.3926204409293375,3.9609313674394095,23.402818748311347,-3.477534261749166,-4.89244141812883,2.4153682892204484,85573
36,2016,3,0.13329377357500438,-0.03170922599589654,1.7651631469774146e-05,-4.9354215042929985e-05,0.27894022204049884,5.325498810854623e-06,-0.028521483367351882,0.0012106193889080893,17.52032848880444,-4.30928553996119,1.3377597225098687,-3.9202665486901465,17.532015362079576,1.7356316123619313,-1.5868827608689065,1.756098798462961,85573
37,2016,4,-0.04124849667916188,0.042186751427439585,-1.606555874284329e-05,1.70542713905762e-06,0.32638177108472655,-1.2878137791826913e-05,-0.004596716391608265,0.001081592309461151,-7.849456365614863,8.392131887195921,-1.7490916374953165,0.22089161130929455,25.93737171925132,-5.817774687765004,-0.4729401973920764,2.330552571469342,85573
38,2016,5,0.00039958411633407446,-0.005991198761928871,1.6077335868050252e-05,-1.627023937774711e-06,0.30747119271074697,1.251373213135532e-05,-0.0008643946954659913,-0.000958069860495415,0.08849918089010836,-1.2512694360170153,1.7890613095501564,-0.2202420019075366,25.060271835404368,6.299227492934001,-0.07798775916527385,-2.279614841772379,85573
39,2016,6,0.009349612886860174,0.02110038729864135,1.9000228384180496e-06,1.5423850894936638e-05,0.43270924508093894,-6.0301002359700986e-06,0.029081893970101174,-0.0004328531590407897,2.200203419490679,4.118217804630722,0.2011287676104782,1.3167532579871972,38.35269900468549,-2.9714101886679143,2.6988266025486705,-1.0601623328817704,85573
40,2016,7,-0.004633795615681831,0.05670510254055868,8.60007582138017e-07,3.3979689956059416e-05,0.36644472379980225,-2.0764887917957053e-06,-0.07263311519969498,-0.00037747623164415494,-0.9604956596907186,9.06830297172167,0.07336640878471534,2.433883606533423,22.86287184393769,-0.8620906534575062,-5.123530156835251,-0.8002448569545246,85573
41,2016,8,0.0075563107478497675,0.044846761253519385,-1.1309484972850285e-05,4.78105587659126e-05,0.42972819506971355,1.8066320942370125e-06,0.08329952785324206,-0.0015147472595501148,3.2088929701022915,9.031009267136213,-1.1974462096562943,4.526278433415616,35.709023000063986,1.144959913135037,5.28478710031897,-6.127706277197167,85573
42,2016,9,-0.004546888898583884,0.019423147316195533,-2.8725618703193448e-06,8.309468760328062e-07,0.3187774511810782,-2.100402147194255e-06,-0.05480055307934467,-0.0016516472237584111,-2.272068999227385,4.712725268917452,-0.3673793296169127,0.09562634933306692,30.997058508288433,-1.5568687679708988,-4.0585798656392935,-8.274518741348858,85573
43,2016,10,0.02555382449964715,0.0329141205305485,-2.6807874291334706e-05,1.0138917584994798e-05,0.2899403681814917,-5.818800342138759e-06,-0.011940113056617243,-0.0006340642089703125,12.57701825851232,7.417044655901954,-3.2466054397842834,1.0636187778184922,31.046117626082808,-4.101755611119308,-0.6455763518976053,-3.0128196731311503,85573
44,2016,11,0.0255521143854817,0.05649230356017804,-9.150822166862832e-06,6.762973069508434e-05,0.018973418634472074,-2.7984368022946557e-06,0.06806084337782575,-0.0002855735380020941,7.756771800031099,7.942621026643584,-0.6882092434655861,4.521950031199895,1.2034152513729093,-1.2100531617949373,2.0938350099287604,-0.809877074681077,85573
